filename,tokens,ner_tags
ApexInvoice_2024-07-18_18-27-18_31.pdf,0,B-QUANTITY
ApexInvoice_2024-07-18_18-27-18_31.pdf,6345,B-QUANTITY
ApexInvoice_2024-07-18_18-27-18_31.pdf,0,B-QUANTITY
ApexInvoice_2024-07-18_18-27-18_31.pdf,7709,B-QUANTITY
ApexInvoice_2024-07-18_18-27-18_31.pdf,90,B-QUANTITY
ApexInvoice_2024-07-18_18-27-18_31.pdf,1,B-QUANTITY
ApexInvoice_2024-07-18_18-27-18_31.pdf,2,B-QUANTITY
ApexInvoice_2024-07-18_18-27-18_31.pdf,30,B-QUANTITY
Invoice_2024-06-24_11-25-00_2.pdf,45,B-QUANTITY
Invoice_2024-06-24_11-25-00_2.pdf,400005,B-QUANTITY
Invoice_2024-06-24_11-25-00_2.pdf,specsworldopticians@gmail.com,B-VENDOR_EMAIL
Invoice_2024-06-24_11-25-00_2.pdf,9900232338,B-INVOICE_NUMBER
Invoice_2024-06-24_11-25-00_2.pdf,41,B-QUANTITY
Invoice_2024-06-24_11-25-00_2.pdf,Street,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-25-00_2.pdf,9255215024,B-INVOICE_NUMBER
Invoice_2024-06-24_11-25-00_2.pdf,naveensingh@gmail.com,B-VENDOR_EMAIL
Invoice_2024-06-24_11-25-00_2.pdf,9007,B-QUANTITY
Invoice_2024-06-24_11-25-00_2.pdf,2,B-QUANTITY
Invoice_2024-06-24_11-25-00_2.pdf,9007,B-QUANTITY
Invoice_2024-06-24_11-25-00_2.pdf,2,B-QUANTITY
Invoice_2024-06-24_11-25-00_2.pdf,9007,B-QUANTITY
Invoice_2024-06-24_11-25-00_2.pdf,3,B-QUANTITY
Invoice_2024-06-24_11-25-00_2.pdf,974,B-QUANTITY
Invoice_2024-06-24_11-25-00_2.pdf,20-01-2020,B-INVOICE_DATE
Invoice_2024-06-24_11-25-00_2.pdf,29AADCS3456G1ZR,B-GSTIN
Invoice_2024-06-24_11-25-00_2.pdf,State:,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-25-00_2.pdf,24RYKSA9751L1Z9,B-GSTIN
Invoice_2024-06-24_11-25-00_2.pdf,State:,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-25-00_2.pdf,1,B-QUANTITY
Invoice_2024-06-24_11-25-00_2.pdf,2,B-QUANTITY
Invoice_2024-06-24_11-25-00_2.pdf,30,B-QUANTITY
Invoice_2024-06-24_11-25-00_2.pdf,stated,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-25-00_2.pdf,3,B-QUANTITY
Invoice_2024-06-24_11-25-00_2.pdf,15,B-QUANTITY
Invoice_2024-06-24_11-25-00_2.pdf,4,B-QUANTITY
Invoice_2024-06-24_11-25-00_2.pdf,stated,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-25-00_2.pdf,Amount,B-AMOUNT
OpticalInvoice_2024-07-18_18-29-36_41.pdf,45,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-36_41.pdf,Estate,B-VENDOR_ADDRESS
OpticalInvoice_2024-07-18_18-29-36_41.pdf,27AJHCU1234L1ZA,B-GSTIN
OpticalInvoice_2024-07-18_18-29-36_41.pdf,12-05-2023,B-INVOICE_DATE
OpticalInvoice_2024-07-18_18-29-36_41.pdf,10-05-2023,I-INVOICE_DATE
OpticalInvoice_2024-07-18_18-29-36_41.pdf,12-05-2023,B-INVOICE_DATE
OpticalInvoice_2024-07-18_18-29-36_41.pdf,78,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-36_41.pdf,150,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-36_41.pdf,Road,B-VENDOR_ADDRESS
OpticalInvoice_2024-07-18_18-29-36_41.pdf,Road,B-VENDOR_ADDRESS
OpticalInvoice_2024-07-18_18-29-36_41.pdf,78,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-36_41.pdf,150,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-36_41.pdf,Road,B-VENDOR_ADDRESS
OpticalInvoice_2024-07-18_18-29-36_41.pdf,Road,B-VENDOR_ADDRESS
OpticalInvoice_2024-07-18_18-29-36_41.pdf,360005,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-36_41.pdf,State:,B-VENDOR_ADDRESS
OpticalInvoice_2024-07-18_18-29-36_41.pdf,State:,B-VENDOR_ADDRESS
OpticalInvoice_2024-07-18_18-29-36_41.pdf,1,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-36_41.pdf,8434,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-36_41.pdf,12,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-36_41.pdf,2,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-36_41.pdf,7549,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-36_41.pdf,15,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-36_41.pdf,8528,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-36_41.pdf,05,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-36_41.pdf,05,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-36_41.pdf,10,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-36_41.pdf,30,B-QUANTITY
ApexInvoice_2024-07-18_18-27-53_66.pdf,Estate,B-VENDOR_ADDRESS
ApexInvoice_2024-07-18_18-27-53_66.pdf,27AAACR7147G1ZQ,B-GSTIN
ApexInvoice_2024-07-18_18-27-53_66.pdf,1836,B-QUANTITY
ApexInvoice_2024-07-18_18-27-53_66.pdf,12,B-QUANTITY
ApexInvoice_2024-07-18_18-27-53_66.pdf,Road,B-VENDOR_ADDRESS
ApexInvoice_2024-07-18_18-27-53_66.pdf,12,B-QUANTITY
ApexInvoice_2024-07-18_18-27-53_66.pdf,Road,B-VENDOR_ADDRESS
ApexInvoice_2024-07-18_18-27-53_66.pdf,9223,B-QUANTITY
ApexInvoice_2024-07-18_18-27-53_66.pdf,08-02-2023,B-INVOICE_DATE
ApexInvoice_2024-07-18_18-27-53_66.pdf,7365,B-QUANTITY
ApexInvoice_2024-07-18_18-27-53_66.pdf,60,B-QUANTITY
ApexInvoice_2024-07-18_18-27-53_66.pdf,1,B-QUANTITY
ApexInvoice_2024-07-18_18-27-53_66.pdf,2,B-QUANTITY
ApexInvoice_2024-07-18_18-27-53_66.pdf,30,B-QUANTITY
Invoice_2024-06-24_11-25-11_13.pdf,45,B-QUANTITY
Invoice_2024-06-24_11-25-11_13.pdf,400005,B-QUANTITY
Invoice_2024-06-24_11-25-11_13.pdf,specsworldopticians@gmail.com,B-VENDOR_EMAIL
Invoice_2024-06-24_11-25-11_13.pdf,9900232338,B-INVOICE_NUMBER
Invoice_2024-06-24_11-25-11_13.pdf,73,B-QUANTITY
Invoice_2024-06-24_11-25-11_13.pdf,9240384648,B-INVOICE_NUMBER
Invoice_2024-06-24_11-25-11_13.pdf,deepapatel@gmail.com,B-VENDOR_EMAIL
Invoice_2024-06-24_11-25-11_13.pdf,497,B-QUANTITY
Invoice_2024-06-24_11-25-11_13.pdf,24-03-2020,B-INVOICE_DATE
Invoice_2024-06-24_11-25-11_13.pdf,29AADCS3456G1ZR,B-GSTIN
Invoice_2024-06-24_11-25-11_13.pdf,State:,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-25-11_13.pdf,24FNPQK6336S1Z5,B-GSTIN
Invoice_2024-06-24_11-25-11_13.pdf,State:,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-25-11_13.pdf,Amount,B-AMOUNT
Invoice_2024-06-24_11-25-11_13.pdf,9007,B-QUANTITY
Invoice_2024-06-24_11-25-11_13.pdf,2,B-QUANTITY
Invoice_2024-06-24_11-25-11_13.pdf,9004,B-QUANTITY
Invoice_2024-06-24_11-25-11_13.pdf,2,B-QUANTITY
Invoice_2024-06-24_11-25-11_13.pdf,9005,B-QUANTITY
Invoice_2024-06-24_11-25-11_13.pdf,3,B-QUANTITY
Invoice_2024-06-24_11-25-11_13.pdf,1,B-QUANTITY
Invoice_2024-06-24_11-25-11_13.pdf,2,B-QUANTITY
Invoice_2024-06-24_11-25-11_13.pdf,30,B-QUANTITY
Invoice_2024-06-24_11-25-11_13.pdf,stated,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-25-11_13.pdf,3,B-QUANTITY
Invoice_2024-06-24_11-25-11_13.pdf,15,B-QUANTITY
Invoice_2024-06-24_11-25-11_13.pdf,4,B-QUANTITY
Invoice_2024-06-24_11-25-11_13.pdf,stated,B-VENDOR_ADDRESS
1450-Anjali-Desai.pdf,1075,B-QUANTITY
1450-Anjali-Desai.pdf,7,B-QUANTITY
1450-Anjali-Desai.pdf,560008,B-QUANTITY
1450-Anjali-Desai.pdf,1450,B-QUANTITY
1450-Anjali-Desai.pdf,2,B-QUANTITY
1450-Anjali-Desai.pdf,2,B-QUANTITY
1450-Anjali-Desai.pdf,10/02/2023,B-INVOICE_DATE
1450-Anjali-Desai.pdf,94830,B-QUANTITY
1450-Anjali-Desai.pdf,Subtotal,B-SUBTOTAL
1450-Anjali-Desai.pdf,AMOUNT,B-AMOUNT
04351-Rohit-Chawla.pdf,324,B-QUANTITY
04351-Rohit-Chawla.pdf,560043,B-QUANTITY
04351-Rohit-Chawla.pdf,04351,B-QUANTITY
04351-Rohit-Chawla.pdf,01/07/2023,B-INVOICE_DATE
04351-Rohit-Chawla.pdf,42,B-QUANTITY
04351-Rohit-Chawla.pdf,Avenue,B-VENDOR_ADDRESS
04351-Rohit-Chawla.pdf,2931,B-QUANTITY
04351-Rohit-Chawla.pdf,AMOUNT,B-AMOUNT
04351-Rohit-Chawla.pdf,2,B-QUANTITY
04351-Rohit-Chawla.pdf,3,B-QUANTITY
04351-Rohit-Chawla.pdf,Subtotal,B-SUBTOTAL
Invoice_2024-06-24_11-26-05_67.pdf,45,B-QUANTITY
Invoice_2024-06-24_11-26-05_67.pdf,400005,B-QUANTITY
Invoice_2024-06-24_11-26-05_67.pdf,specsworldopticians@gmail.com,B-VENDOR_EMAIL
Invoice_2024-06-24_11-26-05_67.pdf,9900232338,B-INVOICE_NUMBER
Invoice_2024-06-24_11-26-05_67.pdf,21,B-QUANTITY
Invoice_2024-06-24_11-26-05_67.pdf,9128810466,B-INVOICE_NUMBER
Invoice_2024-06-24_11-26-05_67.pdf,surajkumar@gmail.com,B-VENDOR_EMAIL
Invoice_2024-06-24_11-26-05_67.pdf,9004,B-QUANTITY
Invoice_2024-06-24_11-26-05_67.pdf,2,B-QUANTITY
Invoice_2024-06-24_11-26-05_67.pdf,9008,B-QUANTITY
Invoice_2024-06-24_11-26-05_67.pdf,3,B-QUANTITY
Invoice_2024-06-24_11-26-05_67.pdf,9006,B-QUANTITY
Invoice_2024-06-24_11-26-05_67.pdf,1,B-QUANTITY
Invoice_2024-06-24_11-26-05_67.pdf,702,B-QUANTITY
Invoice_2024-06-24_11-26-05_67.pdf,20-12-2020,B-INVOICE_DATE
Invoice_2024-06-24_11-26-05_67.pdf,29AADCS3456G1ZR,B-GSTIN
Invoice_2024-06-24_11-26-05_67.pdf,State:,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-26-05_67.pdf,State:,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-26-05_67.pdf,1,B-QUANTITY
Invoice_2024-06-24_11-26-05_67.pdf,2,B-QUANTITY
Invoice_2024-06-24_11-26-05_67.pdf,30,B-QUANTITY
Invoice_2024-06-24_11-26-05_67.pdf,stated,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-26-05_67.pdf,3,B-QUANTITY
Invoice_2024-06-24_11-26-05_67.pdf,15,B-QUANTITY
Invoice_2024-06-24_11-26-05_67.pdf,4,B-QUANTITY
Invoice_2024-06-24_11-26-05_67.pdf,stated,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-26-05_67.pdf,Amount,B-AMOUNT
OpticalInvoice_2024-07-18_18-30-30_95.pdf,45,B-QUANTITY
OpticalInvoice_2024-07-18_18-30-30_95.pdf,Estate,B-VENDOR_ADDRESS
OpticalInvoice_2024-07-18_18-30-30_95.pdf,27AJHCU1234L1ZA,B-GSTIN
OpticalInvoice_2024-07-18_18-30-30_95.pdf,21-03-2023,B-INVOICE_DATE
OpticalInvoice_2024-07-18_18-30-30_95.pdf,19-03-2023,B-INVOICE_DATE
OpticalInvoice_2024-07-18_18-30-30_95.pdf,21-03-2023,I-INVOICE_DATE
OpticalInvoice_2024-07-18_18-30-30_95.pdf,23,B-QUANTITY
OpticalInvoice_2024-07-18_18-30-30_95.pdf,Road,B-VENDOR_ADDRESS
OpticalInvoice_2024-07-18_18-30-30_95.pdf,23,B-QUANTITY
OpticalInvoice_2024-07-18_18-30-30_95.pdf,Road,B-VENDOR_ADDRESS
OpticalInvoice_2024-07-18_18-30-30_95.pdf,State:,B-VENDOR_ADDRESS
OpticalInvoice_2024-07-18_18-30-30_95.pdf,State:,B-VENDOR_ADDRESS
OpticalInvoice_2024-07-18_18-30-30_95.pdf,24RUULF8879A1Z6,B-GSTIN
OpticalInvoice_2024-07-18_18-30-30_95.pdf,24RUULF8879A1Z6,B-GSTIN
OpticalInvoice_2024-07-18_18-30-30_95.pdf,1,B-QUANTITY
OpticalInvoice_2024-07-18_18-30-30_95.pdf,7059,B-QUANTITY
OpticalInvoice_2024-07-18_18-30-30_95.pdf,14,B-QUANTITY
OpticalInvoice_2024-07-18_18-30-30_95.pdf,2,B-QUANTITY
OpticalInvoice_2024-07-18_18-30-30_95.pdf,20,B-QUANTITY
OpticalInvoice_2024-07-18_18-30-30_95.pdf,00,B-QUANTITY
OpticalInvoice_2024-07-18_18-30-30_95.pdf,00,B-QUANTITY
OpticalInvoice_2024-07-18_18-30-30_95.pdf,49100,B-QUANTITY
OpticalInvoice_2024-07-18_18-30-30_95.pdf,00,B-QUANTITY
OpticalInvoice_2024-07-18_18-30-30_95.pdf,30,B-QUANTITY
Invoice_2024-06-24_11-26-02_64.pdf,45,B-QUANTITY
Invoice_2024-06-24_11-26-02_64.pdf,400005,B-QUANTITY
Invoice_2024-06-24_11-26-02_64.pdf,specsworldopticians@gmail.com,B-VENDOR_EMAIL
Invoice_2024-06-24_11-26-02_64.pdf,9900232338,B-INVOICE_NUMBER
Invoice_2024-06-24_11-26-02_64.pdf,73,B-QUANTITY
Invoice_2024-06-24_11-26-02_64.pdf,9847028925,B-INVOICE_NUMBER
Invoice_2024-06-24_11-26-02_64.pdf,mansigupta@gmail.com,B-VENDOR_EMAIL
Invoice_2024-06-24_11-26-02_64.pdf,9007,B-QUANTITY
Invoice_2024-06-24_11-26-02_64.pdf,3,B-QUANTITY
Invoice_2024-06-24_11-26-02_64.pdf,9008,B-QUANTITY
Invoice_2024-06-24_11-26-02_64.pdf,1,B-QUANTITY
Invoice_2024-06-24_11-26-02_64.pdf,9007,B-QUANTITY
Invoice_2024-06-24_11-26-02_64.pdf,3,B-QUANTITY
Invoice_2024-06-24_11-26-02_64.pdf,670,B-QUANTITY
Invoice_2024-06-24_11-26-02_64.pdf,08-09-2020,B-INVOICE_DATE
Invoice_2024-06-24_11-26-02_64.pdf,29AADCS3456G1ZR,B-GSTIN
Invoice_2024-06-24_11-26-02_64.pdf,State:,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-26-02_64.pdf,24LEVAP6897L1Z9,B-GSTIN
Invoice_2024-06-24_11-26-02_64.pdf,State:,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-26-02_64.pdf,1,B-QUANTITY
Invoice_2024-06-24_11-26-02_64.pdf,2,B-QUANTITY
Invoice_2024-06-24_11-26-02_64.pdf,30,B-QUANTITY
Invoice_2024-06-24_11-26-02_64.pdf,stated,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-26-02_64.pdf,3,B-QUANTITY
Invoice_2024-06-24_11-26-02_64.pdf,15,B-QUANTITY
Invoice_2024-06-24_11-26-02_64.pdf,4,B-QUANTITY
Invoice_2024-06-24_11-26-02_64.pdf,stated,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-26-02_64.pdf,Amount,B-AMOUNT
OpticalInvoice_2024-07-18_18-29-09_14.pdf,45,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-09_14.pdf,Estate,B-VENDOR_ADDRESS
OpticalInvoice_2024-07-18_18-29-09_14.pdf,27AJHCU1234L1ZA,B-GSTIN
OpticalInvoice_2024-07-18_18-29-09_14.pdf,22-07-2023,B-INVOICE_DATE
OpticalInvoice_2024-07-18_18-29-09_14.pdf,20-07-2023,I-INVOICE_DATE
OpticalInvoice_2024-07-18_18-29-09_14.pdf,22-07-2023,B-INVOICE_DATE
OpticalInvoice_2024-07-18_18-29-09_14.pdf,23,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-09_14.pdf,Road,B-VENDOR_ADDRESS
OpticalInvoice_2024-07-18_18-29-09_14.pdf,23,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-09_14.pdf,Road,B-VENDOR_ADDRESS
OpticalInvoice_2024-07-18_18-29-09_14.pdf,State:,B-VENDOR_ADDRESS
OpticalInvoice_2024-07-18_18-29-09_14.pdf,State:,B-VENDOR_ADDRESS
OpticalInvoice_2024-07-18_18-29-09_14.pdf,1,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-09_14.pdf,7434,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-09_14.pdf,14,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-09_14.pdf,2,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-09_14.pdf,8791,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-09_14.pdf,17,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-09_14.pdf,90,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-09_14.pdf,90,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-09_14.pdf,80,B-QUANTITY
OpticalInvoice_2024-07-18_18-29-09_14.pdf,30,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-32-39_8.pdf,28,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-32-39_8.pdf,28AJHCU1234L1ZA,B-GSTIN
PerfectVisionInvoice_2024-07-08_18-32-39_8.pdf,55591,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-32-39_8.pdf,26-12-2021,B-INVOICE_DATE
PerfectVisionInvoice_2024-07-08_18-32-39_8.pdf,6151,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-32-39_8.pdf,34,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-32-39_8.pdf,24-12-2021,B-INVOICE_DATE
PerfectVisionInvoice_2024-07-08_18-32-39_8.pdf,6051,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-32-39_8.pdf,26-12-2021,B-INVOICE_DATE
PerfectVisionInvoice_2024-07-08_18-32-39_8.pdf,9229832799,B-INVOICE_NUMBER
PerfectVisionInvoice_2024-07-08_18-32-39_8.pdf,mohitgupta@gmail.com,B-VENDOR_EMAIL
PerfectVisionInvoice_2024-07-08_18-32-39_8.pdf,24VTVCD6406T1Z0,B-GSTIN
PerfectVisionInvoice_2024-07-08_18-32-39_8.pdf,1,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-32-39_8.pdf,2,B-QUANTITY
Invoice_2024-06-24_11-25-23_25.pdf,45,B-QUANTITY
Invoice_2024-06-24_11-25-23_25.pdf,400005,B-QUANTITY
Invoice_2024-06-24_11-25-23_25.pdf,specsworldopticians@gmail.com,B-VENDOR_EMAIL
Invoice_2024-06-24_11-25-23_25.pdf,9900232338,B-INVOICE_NUMBER
Invoice_2024-06-24_11-25-23_25.pdf,59,B-QUANTITY
Invoice_2024-06-24_11-25-23_25.pdf,9627724929,B-INVOICE_NUMBER
Invoice_2024-06-24_11-25-23_25.pdf,kunalsharma@gmail.com,B-VENDOR_EMAIL
Invoice_2024-06-24_11-25-23_25.pdf,9004,B-QUANTITY
Invoice_2024-06-24_11-25-23_25.pdf,3,B-QUANTITY
Invoice_2024-06-24_11-25-23_25.pdf,9004,B-QUANTITY
Invoice_2024-06-24_11-25-23_25.pdf,3,B-QUANTITY
Invoice_2024-06-24_11-25-23_25.pdf,9007,B-QUANTITY
Invoice_2024-06-24_11-25-23_25.pdf,1,B-QUANTITY
Invoice_2024-06-24_11-25-23_25.pdf,999,B-QUANTITY
Invoice_2024-06-24_11-25-23_25.pdf,04-09-2020,B-INVOICE_DATE
Invoice_2024-06-24_11-25-23_25.pdf,29AADCS3456G1ZR,B-GSTIN
Invoice_2024-06-24_11-25-23_25.pdf,State:,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-25-23_25.pdf,State:,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-25-23_25.pdf,1,B-QUANTITY
Invoice_2024-06-24_11-25-23_25.pdf,2,B-QUANTITY
Invoice_2024-06-24_11-25-23_25.pdf,30,B-QUANTITY
Invoice_2024-06-24_11-25-23_25.pdf,stated,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-25-23_25.pdf,3,B-QUANTITY
Invoice_2024-06-24_11-25-23_25.pdf,15,B-QUANTITY
Invoice_2024-06-24_11-25-23_25.pdf,4,B-QUANTITY
Invoice_2024-06-24_11-25-23_25.pdf,stated,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-25-23_25.pdf,Amount,B-AMOUNT
ApexInvoice_2024-07-18_18-28-39_112.pdf,Estate,B-VENDOR_ADDRESS
ApexInvoice_2024-07-18_18-28-39_112.pdf,34,B-QUANTITY
ApexInvoice_2024-07-18_18-28-39_112.pdf,Road,B-VENDOR_ADDRESS
ApexInvoice_2024-07-18_18-28-39_112.pdf,0,B-QUANTITY
ApexInvoice_2024-07-18_18-28-39_112.pdf,34,B-QUANTITY
ApexInvoice_2024-07-18_18-28-39_112.pdf,Road,B-VENDOR_ADDRESS
ApexInvoice_2024-07-18_18-28-39_112.pdf,390007,B-QUANTITY
ApexInvoice_2024-07-18_18-28-39_112.pdf,State,B-VENDOR_ADDRESS
ApexInvoice_2024-07-18_18-28-39_112.pdf,9491,B-QUANTITY
ApexInvoice_2024-07-18_18-28-39_112.pdf,03-12-2023,B-INVOICE_DATE
ApexInvoice_2024-07-18_18-28-39_112.pdf,6585,B-QUANTITY
ApexInvoice_2024-07-18_18-28-39_112.pdf,60,B-QUANTITY
ApexInvoice_2024-07-18_18-28-39_112.pdf,1,B-QUANTITY
ApexInvoice_2024-07-18_18-28-39_112.pdf,2,B-QUANTITY
ApexInvoice_2024-07-18_18-28-39_112.pdf,30,B-QUANTITY
Invoice_2024-06-24_11-25-37_39.pdf,45,B-QUANTITY
Invoice_2024-06-24_11-25-37_39.pdf,400005,B-QUANTITY
Invoice_2024-06-24_11-25-37_39.pdf,specsworldopticians@gmail.com,B-VENDOR_EMAIL
Invoice_2024-06-24_11-25-37_39.pdf,9900232338,B-INVOICE_NUMBER
Invoice_2024-06-24_11-25-37_39.pdf,89,B-QUANTITY
Invoice_2024-06-24_11-25-37_39.pdf,9622055032,B-INVOICE_NUMBER
Invoice_2024-06-24_11-25-37_39.pdf,kavitasharma@gmail.com,B-VENDOR_EMAIL
Invoice_2024-06-24_11-25-37_39.pdf,687,B-QUANTITY
Invoice_2024-06-24_11-25-37_39.pdf,23-01-2020,B-INVOICE_DATE
Invoice_2024-06-24_11-25-37_39.pdf,29AADCS3456G1ZR,B-GSTIN
Invoice_2024-06-24_11-25-37_39.pdf,State:,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-25-37_39.pdf,24KLWRO4609P1Z5,B-GSTIN
Invoice_2024-06-24_11-25-37_39.pdf,State:,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-25-37_39.pdf,Amount,B-AMOUNT
Invoice_2024-06-24_11-25-37_39.pdf,9008,B-QUANTITY
Invoice_2024-06-24_11-25-37_39.pdf,1,B-QUANTITY
Invoice_2024-06-24_11-25-37_39.pdf,9004,B-QUANTITY
Invoice_2024-06-24_11-25-37_39.pdf,1,B-QUANTITY
Invoice_2024-06-24_11-25-37_39.pdf,9005,B-QUANTITY
Invoice_2024-06-24_11-25-37_39.pdf,2,B-QUANTITY
Invoice_2024-06-24_11-25-37_39.pdf,1,B-QUANTITY
Invoice_2024-06-24_11-25-37_39.pdf,2,B-QUANTITY
Invoice_2024-06-24_11-25-37_39.pdf,30,B-QUANTITY
Invoice_2024-06-24_11-25-37_39.pdf,stated,B-VENDOR_ADDRESS
Invoice_2024-06-24_11-25-37_39.pdf,3,B-QUANTITY
Invoice_2024-06-24_11-25-37_39.pdf,15,B-QUANTITY
Invoice_2024-06-24_11-25-37_39.pdf,4,B-QUANTITY
Invoice_2024-06-24_11-25-37_39.pdf,stated,B-VENDOR_ADDRESS
B-4706-Priya-Nair.pdf,06/07/2023,B-INVOICE_DATE
B-4706-Priya-Nair.pdf,09486,B-QUANTITY
B-4706-Priya-Nair.pdf,438,B-QUANTITY
B-4706-Priya-Nair.pdf,41,B-QUANTITY
B-4706-Priya-Nair.pdf,560041,B-QUANTITY
B-4706-Priya-Nair.pdf,4,B-QUANTITY
B-4706-Priya-Nair.pdf,AMOUNT,B-AMOUNT
B-4706-Priya-Nair.pdf,2,B-QUANTITY
B-4706-Priya-Nair.pdf,2,B-QUANTITY
B-4706-Priya-Nair.pdf,Subtotal,B-SUBTOTAL
12095-Rohan-Deshmukh.pdf,25,B-QUANTITY
12095-Rohan-Deshmukh.pdf,Road,B-VENDOR_ADDRESS
12095-Rohan-Deshmukh.pdf,560055,B-QUANTITY
12095-Rohan-Deshmukh.pdf,12095,B-QUANTITY
12095-Rohan-Deshmukh.pdf,05/12/2023,B-INVOICE_DATE
12095-Rohan-Deshmukh.pdf,25,B-QUANTITY
12095-Rohan-Deshmukh.pdf,Avenue,B-VENDOR_ADDRESS
12095-Rohan-Deshmukh.pdf,385,B-QUANTITY
12095-Rohan-Deshmukh.pdf,Amount,B-AMOUNT
12095-Rohan-Deshmukh.pdf,2,B-QUANTITY
12095-Rohan-Deshmukh.pdf,5,B-QUANTITY
12095-Rohan-Deshmukh.pdf,Subtotal,B-SUBTOTAL
12095-Rohan-Deshmukh.pdf,4000,B-QUANTITY
141492-Pooja-Agarwal.pdf,4,B-QUANTITY
141492-Pooja-Agarwal.pdf,Road,B-VENDOR_ADDRESS
141492-Pooja-Agarwal.pdf,Road,B-VENDOR_ADDRESS
141492-Pooja-Agarwal.pdf,560001,B-QUANTITY
141492-Pooja-Agarwal.pdf,141492,B-QUANTITY
141492-Pooja-Agarwal.pdf,02/10/2023,B-INVOICE_DATE
141492-Pooja-Agarwal.pdf,47,B-QUANTITY
141492-Pooja-Agarwal.pdf,7363,B-QUANTITY
141492-Pooja-Agarwal.pdf,AMOUNT,B-AMOUNT
141492-Pooja-Agarwal.pdf,2,B-QUANTITY
141492-Pooja-Agarwal.pdf,2,B-QUANTITY
141492-Pooja-Agarwal.pdf,Subtotal,B-SUBTOTAL
PerfectVisionInvoice_2024-07-08_18-33-20_49.pdf,28,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-33-20_49.pdf,28AJHCU1234L1ZA,B-GSTIN
PerfectVisionInvoice_2024-07-08_18-33-20_49.pdf,62091,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-33-20_49.pdf,20-04-2021,B-INVOICE_DATE
PerfectVisionInvoice_2024-07-08_18-33-20_49.pdf,6328,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-33-20_49.pdf,47,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-33-20_49.pdf,18-04-2021,B-INVOICE_DATE
PerfectVisionInvoice_2024-07-08_18-33-20_49.pdf,6314,B-QUANTITY
PerfectVisionInvoice_2024-07-08_18-33-20_49.pdf,20-04-2021,B-INVOICE_DATE
